latitude,longitude
41.775868,-87.711496
31.776593,-106.296976
40.751718,-73.851822
18.3454,-66.05154499999999
33.906956,-118.08263999999998
34.007090000000005,-118.25868100000001
34.255441999999995,-118.421314
40.646448,-73.956649
33.970343,-118.17136799999999
40.738837,-73.878535
40.641221,-74.016862
40.700671,-73.889433
40.869953,-73.865746
34.085972,-117.464597
29.827485999999997,-95.65992
40.798601,-73.966622
40.669769,-73.871372
33.944159,-118.192761
29.837571999999998,-95.733754
40.639413,-73.900664
25.943923,-97.317944
33.864616999999996,-118.180567
40.670747,-73.894209
33.914775,-118.348083
40.077040999999994,-74.200383
40.632667,-73.996669
41.848896999999994,-87.71766099999998
41.946962,-87.702548
34.326584000000004,-118.38226100000001
41.810165999999995,-87.713252
41.920552,-87.756054
40.712596999999995,-73.953098
40.744819,-73.905156
33.952725,-118.291904
33.752468,-117.99393300000001
18.218819,-66.042375
32.664953000000004,-97.024692
40.599148,-73.99609
34.147718,-117.464506
33.721131,-117.90511000000001
40.60508,-73.911721
41.921215000000004,-87.70102800000002
40.829881,-73.90812
40.622164,-73.96510500000002
33.818246,-117.974985
40.751452,-73.821031
40.599263,-74.165748
34.031415,-117.93647
38.014576,-121.906255
41.838035999999995,-87.75986999999998
33.882579,-117.44230300000001
40.662936,-73.91302900000002
41.718196999999996,-87.552739
32.608185,-117.05451200000002
41.84688,-87.670664
34.150211999999996,-119.127729
35.24512,-118.9411
36.946256,-121.756479
18.430695999999998,-66.21283299999999
40.701954,-73.942358
34.111605,-117.37740600000001
40.715775,-73.986212
34.004468,-117.684697
32.710306,-96.678549
33.999276,-84.009512
40.601293,-73.94449300000002
32.557021999999996,-117.00621399999999
33.922046,-84.065671
40.862543,-73.888143
37.720375,-122.44295
18.321137,-66.170419
40.583949,-73.949096
40.691340000000004,-73.927879
40.597139,-73.973428
34.376159,-117.294397
41.973292,-87.700351
36.052231,-86.632515
40.852779,-73.91233199999998
40.618778999999996,-73.984826
31.848583,-106.53431599999999
35.08917,-106.87177199999999
33.887821,-118.12725
41.764527,-88.294658
34.097409999999996,-117.96826899999999
36.799361,-119.874794
40.649591,-73.934371
40.868093,-73.89973
40.791763,-73.94397
32.637868,-117.058031
40.84328,-73.860389
40.837393,-73.92343699999998
26.229222999999998,-98.37545
40.643468,-73.976046
34.003265999999996,-117.442004
33.979248,-118.21743799999999
35.988087,-118.860221
34.408547999999996,-118.12359199999999
32.702259999999995,-114.65801299999998
33.963723,-117.738596
36.067234,-86.723711
33.171915999999996,-96.69629599999999
29.566996000000003,-95.636016
38.835491,-94.77869100000001
34.200175,-118.540958
41.946189000000004,-87.806117
38.474099,-121.443454
33.923381,-117.24483700000002
32.908449,-117.14138
32.736986,-96.907815
38.644195,-77.352
37.63382,-122.0572
18.360729,-66.251527
33.146638,-96.855822
34.258404999999996,-118.775026
33.511228,-117.042396
36.797022999999996,-76.18768
21.430996,-157.972895
29.998421,-95.66736
25.866106,-80.301115
41.740497,-87.652558
41.690875,-87.615773
38.666596999999996,-121.14163500000001
34.713656,-117.86466000000001
29.701846999999997,-95.534537
29.745246999999996,-95.741783
36.751519,-119.68060200000001
42.352097,-87.86765600000004
41.946606,-87.746787
34.042286,-117.756106
29.503784999999997,-95.0873
35.337313,-80.803472
36.171428999999996,-115.047734
34.74739,-118.369249
26.151529999999998,-98.189752
29.694395,-95.649569
38.798916,-90.606645
30.040876,-95.528914
40.84715,-73.89868
33.830457,-117.905941
29.545040999999998,-95.350629
36.205256,-115.22363899999999
34.222506,-118.444689
40.856413,-74.12694
32.737827,-117.092673
33.317448,-111.830487
39.393417,-76.534228
33.923533,-118.200705
36.178090999999995,-119.370752
39.426562,-84.497608
39.661404,-104.765658
37.603155,-122.018638
37.750021000000004,-122.415201
38.280745,-122.00638000000001
40.621982,-74.030324
37.570508000000004,-121.98125
30.439629999999998,-97.594687
40.720934,-73.846151
40.653521999999995,-112.013415
46.379233,-118.953781
40.034147,-75.119198
40.880678,-73.90654
33.840451,-117.60196100000002
34.080017,-118.262643
40.890964000000004,-73.846239
33.942708,-117.952483
33.622488,-84.52390799999998
34.02372800000001,-118.156275
25.654426,-80.41215600000002
40.814268,-73.362276
40.678308,-73.91993599999998
18.402252999999998,-66.71139699999999
40.479649,-86.98921800000002
45.45427100000001,-122.87961899999999
37.444349,-121.86885900000001
34.100970000000004,-117.57882
36.568751,-87.416322
38.442011,-122.23832
33.057779,-80.18290999999998
40.017119,-75.092814
40.75169,-73.883638
40.868607,-73.84813299999998
41.922714,-87.64957700000002
32.824923999999996,-96.679438
40.767383,-74.032328
29.909513,-95.651476
40.829556,-73.869336
33.964131,-118.272783
33.567898,-84.193388
41.940293,-87.646857
41.972871999999995,-87.662604
35.7444,-78.546278
33.62592,-112.002503
33.747155,-117.907326
32.707755999999996,-117.055095
36.292229999999996,-119.622676
26.720012,-80.193151
18.336176000000002,-65.994099
30.503949,-97.8242
38.333133000000004,-121.920151
32.838798,-116.869956
37.918853999999996,-121.417427
41.81268,-87.656935
39.942578999999995,-75.22590500000003
39.087321,-77.057159
34.062971000000005,-84.09076999999998
35.468183,-118.77964899999999
27.373696000000002,-99.346761
34.049841,-118.33846000000001
34.029865,-84.239745
41.902093,-87.74085699999998
41.363571,-82.13786
36.121526,-115.091277
37.65549,-122.422075
26.027148,-80.244713
42.43216500000001,-76.49704200000002
33.660382,-112.184964
26.158622,-97.98915500000001
29.880162,-97.966164
41.74369,-87.605526
26.144208,-80.172785
40.671078,-73.936336
39.979031,-74.16042900000002
18.338161,-65.94108299999999
25.9892,-80.217067
25.940565,-80.31818
40.662688,-73.98674
41.835215999999996,-87.791373
41.059346999999995,-73.544384
40.94542,-73.880471
33.528868,-117.701175
26.451477,-98.09200200000001
25.606126,-80.343496
33.089853999999995,-96.6086
42.22528300000001,-83.267691
40.060612,-75.080176
45.517009,-122.85981699999999
40.662338,-74.110275
33.989523999999996,-118.089299
21.344763,-158.022279
34.015444,-118.11101200000002
40.722537,-73.252183
41.120367,-112.06076000000002
39.112821000000004,-77.250504
37.996501,-121.812301
39.62732000000001,-104.779035
34.114708,-118.192098
34.002719,-118.28748700000001
33.974292,-84.145426
